Map,Target,Slot,Asset,Service,Stage,Hero Suitability,Evidence,Privacy,Page Status,Flag,Arabic Alt
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-majlis-cleaning-cushions-arranged-riyadh-001.webp,Upholstery Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف المفروشات
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-outdoor-drain-cleaning-stage-001.webp,Exterior Surface Cleaning,During,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الأسطح والممرات الخارجية ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-glass-cleaning-office-during-001.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-deep-cleaning-bathroom-worker-001.webp,Wall Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الجدران ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-post-construction-cleaning-stage-001.webp,Floor Cleaning,During,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الأرضيات ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-floor-cleaning-machine-riyadh.webp,Floor Polishing,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء جلي وتلميع الأرضيات ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-post-construction-cleaning-worker-removing-tape.webp,Post-Construction Cleaning,During,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف ما بعد البناء والتشطيب ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-post-construction-cleaning-worker-scraping-floor-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الزجاج ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-floor-cleaning-outdoor-drain-001.webp,Exterior Surface Cleaning,During,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح والممرات الخارجية
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-post-construction-cleaning-floor-scraping-001.webp,Floor Cleaning,During,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الأرضيات ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-outdoor-cleaning-roof-terrace-stage-001.webp,Exterior Surface Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الأسطح والممرات الخارجية ضمن مشروع حقيقي
Project,PRJ-CAND-20260305-01,Candidate,vibe-clean-pro-bathroom-cleaning-worker-riyadh-001.webp,Bathroom Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),عامل من فايب كلين برو أثناء تنظيف الحمامات ضمن مشروع حقيقي
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-general-cleaning-4.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-office-glass-cleaning-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-office-glass-cleaning-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-deep-cleaning-villa-stage-001-2.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-living-room-carpet-vacuuming-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-office-cleaning-worker-wiping-drawer.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-glass-cleaning-office-stage-001-1.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-home-cleaning-dining-table-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-commercial-facade-glass-cleaning-stage-during-001.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-G,Candidate,vibe-clean-pro-office-cleaning-worker-desks-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-glass-stage-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-building-exterior-001.webp,Facade Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-commercial-building-001-10.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-building-stage-001-4.webp,Facade Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-10.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-stage-during-001.webp,Facade Cleaning,Before/After,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),مقارنة حقيقية قبل وبعد تنظيف الواجهات ضمن أحد أعمال فايب كلين برو
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-glass-cleaning-facade-stage-before-after-001.webp,Facade Cleaning,Before/After,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),مقارنة حقيقية قبل وبعد تنظيف الواجهات ضمن أحد أعمال فايب كلين برو
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-comparison-stage-001.webp,Facade Cleaning,Before/After,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),مقارنة حقيقية قبل وبعد تنظيف الواجهات ضمن أحد أعمال فايب كلين برو
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-before-after-001.webp,Facade Cleaning,Before/After,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),مقارنة حقيقية قبل وبعد تنظيف الواجهات ضمن أحد أعمال فايب كلين برو
Project,CAND-20260801-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-comparison-001.webp,Facade Cleaning,Before/After,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,قوي (قبل+بعد),مقارنة حقيقية قبل وبعد تنظيف الواجهات ضمن أحد أعمال فايب كلين برو
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-outdoor-furniture-cleaning-riyadh-001.webp,Garden / Exterior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الحديقة والأثاث الخارجي
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-outdoor-furniture-cleaning-riyadh.webp,Garden / Exterior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الحديقة والأثاث الخارجي
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-commercial-cleaning-bathroom-stage-001-1.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-commercial-cleaning-bathroom-stalls-001-1.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-commercial-bathroom-cleaning-after-001-1.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-bathroom-cleaning-worker-riyadh-001-2.webp,Villa Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-commercial-cleaning-corridor-stage-001-2.webp,Villa Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-floor-cleaning-service-stage-001-1.webp,Villa Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260801-VILLA-A,Candidate,vibe-clean-pro-post-construction-cleaning-villa-001.webp,Villa Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف فيلا
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0000.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الفلل
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0001.mp4,Team / Brand,General,Yes,Brand / Team Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فريق فايب كلين برو بزي العمل في موقع مشروع حقيقي
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0002.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الفلل
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0004.mp4,High-Level Interior Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الأجزاء المرتفعة
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0005.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الزجاج
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0006.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الفلل
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0007.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الزجاج
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0008.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف ما بعد البناء
Project,CAND-20260916-VILLA-B,Candidate,VID-20260916-WA0009.mp4,Floor Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الأرضيات
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-stage-during.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-stage-during-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-glass-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-worker-wiping-wall-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-stage-during-001-1.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-stage-during-001-2.webp,Office Cleaning,During,Excellent,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-cleaning-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-OFFICE-E,Candidate,vibe-clean-pro-office-carpet-cleaning-riyadh.webp,Office Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف المكاتب
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-commercial-cleaning-stage-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-post-construction-cleaning-commercial-site-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-glass-cleaning-stage-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-deep-cleaning-carpet-worker-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-glass-cleaning-service-stage-001-4.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-commercial-cleaning-lighting-fixture-riyadh.webp,High-Level Interior Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260614-HALL-F,Candidate,vibe-clean-pro-deep-cleaning-villa-stage-001-1.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الأجزاء الداخلية المرتفعة
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-floor-cleaning-outdoor-area-001-2.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-outdoor-area-floor-cleaning-stage-001.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-outdoor-area-floor-cleaning-stage-001-1.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-outdoor-area-floor-cleaning-stage-001-2.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-floor-cleaning-outdoor-area-001-3.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-floor-cleaning-outdoor-area-001-4.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260730-PAVERS-D,Candidate,vibe-clean-pro-outdoor-area-floor-cleaning-stage-001-3.webp,Exterior Surface Cleaning,Before,Weak,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح تنظيف الأسطح الخارجية
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-commercial-glass-facade-cleaning-riyadh-stage-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-post-construction-cleaning-worker-stage-001-3.webp,Glass Cleaning,During,Weak,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-facade-glass-cleaning-commercial-building-001-1.webp,Glass Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-facade-cleaning-scissor-lift-riyadh-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-facade-glass-cleaning-stage-during-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-glass-cleaning-before-001.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260821-GLASS-A,Candidate,vibe-clean-pro-commercial-glass-cleaning-stage-during-001.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الزجاج
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0070.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الأسطح الخارجية
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0072.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف ما بعد البناء
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0125.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف ما بعد البناء
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0126.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الزجاج
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0127.mp4,High-Level Interior Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الأجزاء المرتفعة
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0128.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الزجاج
Project,CAND-20260507-VILLA-A,Candidate,VID-20260507-WA0129.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,ضعيف,فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الفلل
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-post-construction-cleaning-villa-stage-001-5.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-marble-cleaning-worker-stage-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-deep-cleaning-commercial-lounge-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-post-construction-cleaning-villa-stage-001-2.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-deep-cleaning-service-stage-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260507-LUXURY-INTERIOR,Candidate,vibe-clean-pro-post-construction-floor-cleaning-riyadh-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed floor and surface clean
Project,CAND-20260523-GLASS-INTERIOR-01,Candidate,vibe-clean-pro-glass-cleaning-commercial-stage-001-1.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,ضعيف,صورة حقيقية من أعمال فايب كلين برو توضح workers cleaning large commercial glass panels and
